table_i,table_j,n_cols_i,n_cols_j,n_cross_pairs,n_matches,raw_sim,M_max,CR,Sim_T,norm_changed
ORDERS.416,ORDERS.8,0,0,2,1,0.36919,1,1.0,0.36919,False
ORDERS.362,ORDERS.416,0,0,1,1,0.369188,1,1.0,0.369188,False
ORDERS.416,orders_df.20,0,0,1,1,0.369171,1,1.0,0.369171,False
orders_df.362,orders_df.5,0,0,1,1,0.369167,1,1.0,0.369167,False
orders_df.170,orders_df.362,0,0,1,1,0.369164,1,1.0,0.369164,False
ORDERS.362,orders_df.14,0,0,1,1,0.369152,1,1.0,0.369152,False
ORDERS.184,ORDERS.29,0,0,1,1,0.36915,1,1.0,0.36915,False
ORDERS.416,orders_df.264,0,0,1,1,0.369147,1,1.0,0.369147,False
PRODUCTS.25,orders_df.111,0,0,1,1,0.369146,1,1.0,0.369146,False
ORDERS.102,PRODUCTS.25,0,0,1,1,0.369145,1,1.0,0.369145,False
ORDERS.170,ORDERS.264,0,0,1,1,0.369137,1,1.0,0.369137,False
INVENTORY,orders_df.392,3,0,3,1,0.369133,1,1.0,0.369133,False
ORDERS.20,ORDERS.384,0,0,1,1,0.369125,1,1.0,0.369125,False
ORDERS.20,orders_df.416,0,0,1,1,0.36912,1,1.0,0.36912,False
ORDERS.111,orders_df.384,0,0,1,1,0.369117,1,1.0,0.369117,False
ORDERS.416,orders_df.102,0,0,1,1,0.369113,1,1.0,0.369113,False
ORDERS.384,orders_df.111,0,0,1,1,0.369111,1,1.0,0.369111,False
ORDERS.102,ORDERS.384,0,0,1,1,0.369111,1,1.0,0.369111,False
ORDERS.102,orders_df.416,0,0,1,1,0.369106,1,1.0,0.369106,False
ORDERS.14,ORDERS.392,0,0,1,1,0.369105,1,1.0,0.369105,False
orders_df.289,orders_df.34,0,0,1,1,0.369101,1,1.0,0.369101,False
ORDERS.14,orders_df.362,0,0,1,1,0.369092,1,1.0,0.369092,False
ORDERS.264,orders_df.416,0,0,1,1,0.36909,1,1.0,0.36909,False
ORDERS.170,orders_df.362,0,0,1,1,0.369065,1,1.0,0.369065,False
ORDERS.350,orderlines_df.1,0,0,2,1,0.369061,1,1.0,0.369061,False
orders_df.362,orders_df.73,0,0,1,1,0.369057,1,1.0,0.369057,False
ORDERS.362,orders_df.170,0,0,1,1,0.369042,1,1.0,0.369042,False
ORDERS.362,orders_df.5,0,0,1,1,0.36904,1,1.0,0.36904,False
ORDERS.20,ORDERS.416,0,0,1,1,0.369038,1,1.0,0.369038,False
ORDERS.102,ORDERS.416,0,0,1,1,0.369021,1,1.0,0.369021,False
orders_df.102,orders_df.339,0,0,1,1,0.369014,1,1.0,0.369014,False
ORDERS.34,orders_df.289,0,0,1,1,0.369013,1,1.0,0.369013,False
ORDERS.111,PRODUCTS.25,0,0,1,1,0.369011,1,1.0,0.369011,False
ORDERS.264,ORDERS.416,0,0,1,1,0.369008,1,1.0,0.369008,False
orders_df.264,orders_df.5,0,0,1,1,0.369007,1,1.0,0.369007,False
ORDERS.5,orders_df.362,0,0,1,1,0.368998,1,1.0,0.368998,False
orders_df.134,orders_df.289,0,0,1,1,0.368986,1,1.0,0.368986,False
orders_df.10,orders_df.289,0,0,1,1,0.368983,1,1.0,0.368983,False
INVENTORY,ORDERS.392,3,0,3,1,0.368981,1,1.0,0.368981,False
ORDERS.289,orders_df.34,0,0,1,1,0.368977,1,1.0,0.368977,False
ORDERS.73,orders_df.362,0,0,1,1,0.368974,1,1.0,0.368974,False
ORDERS.14,ORDERS.362,0,0,1,1,0.368972,1,1.0,0.368972,False
ORDERS.111,ORDERS.384,0,0,1,1,0.368969,1,1.0,0.368969,False
INVENTORY,ORDERS.244,3,0,3,1,0.368947,1,1.0,0.368947,False
ORDERS.170,ORDERS.362,0,0,1,1,0.368945,1,1.0,0.368945,False
orders_df.102,orders_df.25,0,0,1,1,0.368937,1,1.0,0.368937,False
ORDERS.362,orders_df.73,0,0,1,1,0.368933,1,1.0,0.368933,False
orders_df.111,orders_df.339,0,0,1,1,0.36892,1,1.0,0.36892,False
ORDERS.102,orders_df.339,0,0,1,1,0.368919,1,1.0,0.368919,False
INVENTORY,orders_df.244,3,0,3,1,0.368918,1,1.0,0.368918,False
ORDERS.244,orders_df.339,0,0,1,1,0.368917,1,1.0,0.368917,False
orders_df.264,orders_df.73,0,0,1,1,0.368896,1,1.0,0.368896,False
orders_df.244,orders_df.339,0,0,1,1,0.368893,1,1.0,0.368893,False
ORDERS.289,ORDERS.34,0,0,1,1,0.36889,1,1.0,0.36889,False
orders_df.102,orders_df.67,0,0,1,1,0.368882,1,1.0,0.368882,False
orders_df.111,orders_df.5,0,0,1,1,0.368881,1,1.0,0.368881,False
orders_df.123,orders_df.289,0,0,1,1,0.368878,1,1.0,0.368878,False
ORDERS.362,ORDERS.5,0,0,1,1,0.368876,1,1.0,0.368876,False
ORDERS.289,orders_df.134,0,0,1,1,0.368863,1,1.0,0.368863,False
ORDERS.362,ORDERS.73,0,0,1,1,0.368862,1,1.0,0.368862,False
ORDERS.264,orders_df.5,0,0,1,1,0.368861,1,1.0,0.368861,False
ORDERS.289,orders_df.10,0,0,1,1,0.36886,1,1.0,0.36886,False
ORDERS.339,orders_df.102,0,0,1,1,0.368858,1,1.0,0.368858,False
orders_df.111,orders_df.25,0,0,1,1,0.368845,1,1.0,0.368845,False
ORDERS.102,orders_df.25,0,0,1,1,0.368844,1,1.0,0.368844,False
ORDERS.134,ORDERS.289,0,0,1,1,0.368841,1,1.0,0.368841,False
ORDERS.5,orders_df.264,0,0,1,1,0.368837,1,1.0,0.368837,False
orders_df.20,orders_df.339,0,0,1,1,0.368827,1,1.0,0.368827,False
inv_df,orders_df.392,3,0,3,1,0.368818,1,1.0,0.368818,False
ORDERS.73,orders_df.264,0,0,1,1,0.368813,1,1.0,0.368813,False
ORDERS.10,orders_df.289,0,0,1,1,0.368804,1,1.0,0.368804,False
ORDERS.134,orders_df.289,0,0,1,1,0.368794,1,1.0,0.368794,False
orders_df.2,orders_df.379,0,0,1,1,0.36879,1,1.0,0.36879,False
orders_df.111,orders_df.67,0,0,1,1,0.368788,1,1.0,0.368788,False
ORDERS.102,orders_df.67,0,0,1,1,0.368787,1,1.0,0.368787,False
ORDERS.25,orders_df.102,0,0,1,1,0.368777,1,1.0,0.368777,False
ORDERS.111,orders_df.339,0,0,1,1,0.368776,1,1.0,0.368776,False
ORDERS.339,orders_df.111,0,0,1,1,0.368768,1,1.0,0.368768,False
ORDERS.102,ORDERS.339,0,0,1,1,0.368767,1,1.0,0.368767,False
ORDERS.244,ORDERS.339,0,0,1,1,0.36876,1,1.0,0.36876,False
ORDERS.289,orders_df.123,0,0,1,1,0.368757,1,1.0,0.368757,False
ORDERS.264,orders_df.73,0,0,1,1,0.368753,1,1.0,0.368753,False
ORDERS.123,orders_df.289,0,0,1,1,0.368747,1,1.0,0.368747,False
ORDERS.339,orders_df.244,0,0,1,1,0.368737,1,1.0,0.368737,False
ORDERS.67,orders_df.102,0,0,1,1,0.368737,1,1.0,0.368737,False
ORDERS.10,ORDERS.289,0,0,1,1,0.368735,1,1.0,0.368735,False
ORDERS.111,orders_df.5,0,0,1,1,0.368734,1,1.0,0.368734,False
ORDERS.5,orders_df.111,0,0,1,1,0.368711,1,1.0,0.368711,False
ORDERS.111,orders_df.25,0,0,1,1,0.368704,1,1.0,0.368704,False
ORDERS.264,ORDERS.5,0,0,1,1,0.368696,1,1.0,0.368696,False
ORDERS.20,orders_df.339,0,0,1,1,0.36869,1,1.0,0.36869,False
ORDERS.123,ORDERS.289,0,0,1,1,0.368689,1,1.0,0.368689,False
ORDERS.25,orders_df.111,0,0,1,1,0.368688,1,1.0,0.368688,False
ORDERS.102,ORDERS.25,0,0,1,1,0.368687,1,1.0,0.368687,False
ORDERS.379,orders_df.2,0,0,1,1,0.368681,1,1.0,0.368681,False
ORDERS.392,inv_df,0,3,3,1,0.368674,1,1.0,0.368674,False
ORDERS.339,orders_df.20,0,0,1,1,0.368673,1,1.0,0.368673,False
ORDERS.264,ORDERS.73,0,0,1,1,0.368672,1,1.0,0.368672,False
orders_df.25,orders_df.392,0,0,1,1,0.368654,1,1.0,0.368654,False
ORDERS.67,orders_df.111,0,0,1,1,0.368646,1,1.0,0.368646,False
ORDERS.102,ORDERS.67,0,0,1,1,0.368645,1,1.0,0.368645,False
ORDERS.111,orders_df.67,0,0,1,1,0.368644,1,1.0,0.368644,False
ORDERS.244,inv_df,0,3,3,1,0.368633,1,1.0,0.368633,False
orders_df.134,orders_df.28,0,0,1,1,0.368631,1,1.0,0.368631,False
ORDERS.111,ORDERS.339,0,0,1,1,0.368629,1,1.0,0.368629,False
ORDERS.2,orders_df.379,0,0,1,1,0.368618,1,1.0,0.368618,False
inv_df,orders_df.244,3,0,3,1,0.368605,1,1.0,0.368605,False
orders_df.134,orders_df.379,0,0,1,1,0.368591,1,1.0,0.368591,False
orders_df.10,orders_df.379,0,0,1,1,0.368589,1,1.0,0.368589,False
ORDERS.111,ORDERS.5,0,0,1,1,0.36857,1,1.0,0.36857,False
ORDERS.111,ORDERS.25,0,0,1,1,0.368552,1,1.0,0.368552,False
ORDERS.0,ORDERS.379,0,0,1,1,0.368544,1,1.0,0.368544,False
ORDERS.20,ORDERS.339,0,0,1,1,0.368541,1,1.0,0.368541,False
ORDERS.392,orders_df.25,0,0,1,1,0.368532,1,1.0,0.368532,False
orders_df.2,orders_df.384,0,0,1,1,0.368526,1,1.0,0.368526,False
ORDERS.28,orders_df.134,0,0,1,1,0.368523,1,1.0,0.368523,False
orders_df.25,orders_df.362,0,0,1,1,0.368519,1,1.0,0.368519,False
ORDERS.2,ORDERS.379,0,0,1,1,0.368513,1,1.0,0.368513,False
ORDERS.111,ORDERS.67,0,0,1,1,0.368506,1,1.0,0.368506,False
ORDERS.25,orders_df.392,0,0,1,1,0.368493,1,1.0,0.368493,False
orders_df.350,orders_df.9,0,0,1,1,0.368491,1,1.0,0.368491,False
ORDERS.379,orders_df.134,0,0,1,1,0.368486,1,1.0,0.368486,False
orders_df.123,orders_df.379,0,0,1,1,0.368485,1,1.0,0.368485,False
ORDERS.379,orders_df.10,0,0,1,1,0.368483,1,1.0,0.368483,False
orders_df.134,orders_df.350,0,0,1,1,0.368481,1,1.0,0.368481,False
orders_df.134,prod_df.25,0,0,1,1,0.368467,1,1.0,0.368467,False
ORDERS.134,orders_df.28,0,0,1,1,0.368441,1,1.0,0.368441,False
ORDERS.10,orders_df.379,0,0,1,1,0.368413,1,1.0,0.368413,False
ORDERS.134,orders_df.379,0,0,1,1,0.368403,1,1.0,0.368403,False
ORDERS.362,orders_df.25,0,0,1,1,0.368397,1,1.0,0.368397,False
ORDERS.134,ORDERS.379,0,0,1,1,0.36839,1,1.0,0.36839,False
orders_df.0,orders_df.379,0,0,1,1,0.368388,1,1.0,0.368388,False
orders_df.339,prod_df,0,7,6,1,0.368386,1,1.0,0.368386,False
ORDERS.379,orders_df.123,0,0,1,1,0.368382,1,1.0,0.368382,False
orders_df.123,orders_df.350,0,0,1,1,0.368377,1,1.0,0.368377,False
ORDERS.25,ORDERS.392,0,0,1,1,0.368375,1,1.0,0.368375,False
ORDERS.384,orders_df.2,0,0,1,1,0.368368,1,1.0,0.368368,False
ORDERS.25,orders_df.362,0,0,1,1,0.368363,1,1.0,0.368363,False
orders_df.2,orders_df.416,0,0,1,1,0.368362,1,1.0,0.368362,False
ORDERS.0,orders_df.379,0,0,1,1,0.368362,1,1.0,0.368362,False
ORDERS.123,orders_df.379,0,0,1,1,0.368357,1,1.0,0.368357,False
ORDERS.2,orders_df.384,0,0,1,1,0.368349,1,1.0,0.368349,False
orders_df.384,orders_df.9,0,0,1,1,0.368342,1,1.0,0.368342,False
ORDERS.134,ORDERS.28,0,0,1,1,0.368337,1,1.0,0.368337,False
ORDERS.350,orders_df.9,0,0,1,1,0.36833,1,1.0,0.36833,False
ORDERS.350,orders_df.134,0,0,1,1,0.368325,1,1.0,0.368325,False
orders_df.10,orders_df.384,0,0,1,1,0.368321,1,1.0,0.368321,False
ORDERS.10,ORDERS.379,0,0,1,1,0.368311,1,1.0,0.368311,False
ORDERS.9,orders_df.350,0,0,1,1,0.368307,1,1.0,0.368307,False
ORDERS.134,orders_df.350,0,0,1,1,0.368297,1,1.0,0.368297,False
ORDERS.379,orders_df.0,0,0,1,1,0.368284,1,1.0,0.368284,False
ORDERS.134,prod_df.25,0,0,1,1,0.36828,1,1.0,0.36828,False
orders_df.34,orders_df.416,0,0,1,1,0.368279,1,1.0,0.368279,False
ORDERS.416,orders_df.2,0,0,1,1,0.368275,1,1.0,0.368275,False
ORDERS.123,ORDERS.379,0,0,1,1,0.368256,1,1.0,0.368256,False
ORDERS.123,orders_df.350,0,0,1,1,0.368252,1,1.0,0.368252,False
ORDERS.25,ORDERS.362,0,0,1,1,0.368245,1,1.0,0.368245,False
ORDERS.350,orders_df.123,0,0,1,1,0.368224,1,1.0,0.368224,False
orders_df.123,orders_df.384,0,0,1,1,0.368215,1,1.0,0.368215,False
ORDERS.339,prod_df,0,7,6,1,0.368203,1,1.0,0.368203,False
PRODUCTS.25,orders_df.134,0,0,1,1,0.368201,1,1.0,0.368201,False
orders_df.14,orders_df.289,0,0,1,1,0.368197,1,1.0,0.368197,False
ORDERS.2,ORDERS.384,0,0,1,1,0.368196,1,1.0,0.368196,False
ORDERS.416,orders_df.34,0,0,1,1,0.368193,1,1.0,0.368193,False
ORDERS.34,orders_df.416,0,0,1,1,0.368192,1,1.0,0.368192,False
ORDERS.2,orders_df.416,0,0,1,1,0.368191,1,1.0,0.368191,False
ORDERS.384,orders_df.9,0,0,1,1,0.368183,1,1.0,0.368183,False
orders_df.416,orders_df.9,0,0,1,1,0.368178,1,1.0,0.368178,False
ORDERS.384,orders_df.10,0,0,1,1,0.368167,1,1.0,0.368167,False
ORDERS.350,ORDERS.9,0,0,1,1,0.368152,1,1.0,0.368152,False
ORDERS.9,orders_df.384,0,0,1,1,0.368148,1,1.0,0.368148,False
ORDERS.134,ORDERS.350,0,0,1,1,0.368147,1,1.0,0.368147,False
ORDERS.10,orders_df.384,0,0,1,1,0.36814,1,1.0,0.36814,False
ORDERS.0,ORDERS.384,0,0,1,1,0.368138,1,1.0,0.368138,False
orders_df.0,orders_df.384,0,0,1,1,0.368119,1,1.0,0.368119,False
ORDERS.34,ORDERS.416,0,0,1,1,0.368108,1,1.0,0.368108,False
ORDERS.2,ORDERS.416,0,0,1,1,0.368107,1,1.0,0.368107,False
ORDERS.123,ORDERS.350,0,0,1,1,0.368103,1,1.0,0.368103,False
ORDERS.0,orders_df.384,0,0,1,1,0.368092,1,1.0,0.368092,False
ORDERS.416,orders_df.9,0,0,1,1,0.36809,1,1.0,0.36809,False
ORDERS.123,orders_df.384,0,0,1,1,0.368083,1,1.0,0.368083,False
ORDERS.289,orders_df.14,0,0,1,1,0.368072,1,1.0,0.368072,False
orders_df.184,orders_df.23,0,0,1,1,0.368066,1,1.0,0.368066,False
ORDERS.384,orders_df.123,0,0,1,1,0.368064,1,1.0,0.368064,False
orders_df.123,orders_df.416,0,0,1,1,0.368059,1,1.0,0.368059,False
ORDERS.134,PRODUCTS.25,0,0,1,1,0.368025,1,1.0,0.368025,False
ORDERS.184,orders_df.23,0,0,1,1,0.368012,1,1.0,0.368012,False
ORDERS.0,ORDERS.416,0,0,1,1,0.368012,1,1.0,0.368012,False
PRODUCTS,orders_df.339,7,0,6,1,0.368009,1,1.0,0.368009,False
ORDERS.14,orders_df.289,0,0,1,1,0.368006,1,1.0,0.368006,False
ORDERS.384,ORDERS.9,0,0,1,1,0.367995,1,1.0,0.367995,False
ORDERS.10,ORDERS.384,0,0,1,1,0.367992,1,1.0,0.367992,False
orders_df.170,orders_df.23,0,0,1,1,0.36799,1,1.0,0.36799,False
ORDERS.9,orders_df.416,0,0,1,1,0.36799,1,1.0,0.36799,False
ORDERS.14,ORDERS.289,0,0,1,1,0.367988,1,1.0,0.367988,False
ORDERS.416,orders_df.123,0,0,1,1,0.367975,1,1.0,0.367975,False
ORDERS.384,orders_df.0,0,0,1,1,0.367967,1,1.0,0.367967,False
orders_df.0,orders_df.416,0,0,1,1,0.367962,1,1.0,0.367962,False
ORDERS.0,orders_df.416,0,0,1,1,0.367936,1,1.0,0.367936,False
ORDERS.123,ORDERS.384,0,0,1,1,0.367936,1,1.0,0.367936,False
ORDERS.123,orders_df.416,0,0,1,1,0.367932,1,1.0,0.367932,False
ORDERS.23,orders_df.184,0,0,1,1,0.367908,1,1.0,0.367908,False
ORDERS.416,ORDERS.9,0,0,1,1,0.367905,1,1.0,0.367905,False
ORDERS.170,orders_df.23,0,0,1,1,0.367889,1,1.0,0.367889,False
ORDERS.416,orders_df.0,0,0,1,1,0.367878,1,1.0,0.367878,False
ORDERS.184,ORDERS.23,0,0,1,1,0.367855,1,1.0,0.367855,False
ORDERS.123,ORDERS.416,0,0,1,1,0.36785,1,1.0,0.36785,False
orders_df.134,orders_df.67,0,0,1,1,0.367847,1,1.0,0.367847,False
ORDERS.339,PRODUCTS,0,7,6,1,0.367838,1,1.0,0.367838,False
ORDERS.23,orders_df.170,0,0,1,1,0.367834,1,1.0,0.367834,False
orders_df.123,orders_df.5,0,0,1,1,0.367832,1,1.0,0.367832,False
orders_df.14,orders_df.379,0,0,1,1,0.367801,1,1.0,0.367801,False
orders_df.184,orders_df.379,0,0,1,1,0.367762,1,1.0,0.367762,False
ORDERS.170,ORDERS.23,0,0,1,1,0.367736,1,1.0,0.367736,False
orders_df.170,orders_df.28,0,0,1,1,0.367724,1,1.0,0.367724,False
ORDERS.184,orders_df.379,0,0,1,1,0.367708,1,1.0,0.367708,False
ORDERS.67,orders_df.134,0,0,1,1,0.367703,1,1.0,0.367703,False
ORDERS.123,orders_df.5,0,0,1,1,0.367701,1,1.0,0.367701,False
ORDERS.379,orders_df.14,0,0,1,1,0.367694,1,1.0,0.367694,False
orders_df.14,orders_df.350,0,0,1,1,0.367689,1,1.0,0.367689,False
ORDERS.5,orders_df.123,0,0,1,1,0.367664,1,1.0,0.367664,False
ORDERS.134,orders_df.67,0,0,1,1,0.367658,1,1.0,0.367658,False
ORDERS.379,orders_df.184,0,0,1,1,0.367656,1,1.0,0.367656,False
orders_df.184,orders_df.350,0,0,1,1,0.367651,1,1.0,0.367651,False
orders_df.184,prod_df.25,0,0,1,1,0.367638,1,1.0,0.367638,False
ORDERS.170,orders_df.28,0,0,1,1,0.367623,1,1.0,0.367623,False
ORDERS.28,orders_df.170,0,0,1,1,0.367618,1,1.0,0.367618,False
ORDERS.14,orders_df.379,0,0,1,1,0.367613,1,1.0,0.367613,False
ORDERS.184,ORDERS.379,0,0,1,1,0.367603,1,1.0,0.367603,False
ORDERS.184,orders_df.350,0,0,1,1,0.367598,1,1.0,0.367598,False
ORDERS.184,prod_df.25,0,0,1,1,0.367583,1,1.0,0.367583,False
orders_df.170,prod_df.25,0,0,1,1,0.367561,1,1.0,0.367561,False
ORDERS.123,ORDERS.5,0,0,1,1,0.367538,1,1.0,0.367538,False
ORDERS.14,ORDERS.379,0,0,1,1,0.367537,1,1.0,0.367537,False
ORDERS.350,orders_df.14,0,0,1,1,0.367531,1,1.0,0.367531,False
ORDERS.134,ORDERS.67,0,0,1,1,0.36752,1,1.0,0.36752,False
ORDERS.170,ORDERS.28,0,0,1,1,0.367519,1,1.0,0.367519,False
ORDERS.14,orders_df.350,0,0,1,1,0.367506,1,1.0,0.367506,False
ORDERS.350,orders_df.184,0,0,1,1,0.367494,1,1.0,0.367494,False
ORDERS.170,prod_df.25,0,0,1,1,0.367461,1,1.0,0.367461,False
ORDERS.184,ORDERS.350,0,0,1,1,0.367443,1,1.0,0.367443,False
orders_df.170,orders_df.384,0,0,1,1,0.367417,1,1.0,0.367417,False
PRODUCTS.25,orders_df.184,0,0,1,1,0.367371,1,1.0,0.367371,False
ORDERS.14,ORDERS.350,0,0,1,1,0.367354,1,1.0,0.367354,False
orders_df.184,orders_df.416,0,0,1,1,0.367336,1,1.0,0.367336,False
ORDERS.184,PRODUCTS.25,0,0,1,1,0.36732,1,1.0,0.36732,False
ORDERS.170,orders_df.384,0,0,1,1,0.367314,1,1.0,0.367314,False
PRODUCTS.25,orders_df.170,0,0,1,1,0.367299,1,1.0,0.367299,False
ORDERS.184,orders_df.416,0,0,1,1,0.367281,1,1.0,0.367281,False
ORDERS.384,orders_df.170,0,0,1,1,0.367264,1,1.0,0.367264,False
orders_df.170,orders_df.416,0,0,1,1,0.367259,1,1.0,0.367259,False
ORDERS.416,orders_df.184,0,0,1,1,0.36725,1,1.0,0.36725,False
ORDERS.170,PRODUCTS.25,0,0,1,1,0.367205,1,1.0,0.367205,False
ORDERS.184,ORDERS.416,0,0,1,1,0.367196,1,1.0,0.367196,False
ORDERS.416,orders_df.170,0,0,1,1,0.367175,1,1.0,0.367175,False
ORDERS.170,ORDERS.384,0,0,1,1,0.367164,1,1.0,0.367164,False
ORDERS.170,orders_df.416,0,0,1,1,0.36716,1,1.0,0.36716,False
orders_df.28,orders_df.339,0,0,1,1,0.367156,1,1.0,0.367156,False
ORDERS.170,ORDERS.416,0,0,1,1,0.367077,1,1.0,0.367077,False
ORDERS.28,orders_df.339,0,0,1,1,0.367048,1,1.0,0.367048,False
orders_df.25,orders_df.379,0,0,1,1,0.367041,1,1.0,0.367041,False
orders_df.184,orders_df.67,0,0,1,1,0.367018,1,1.0,0.367018,False
ORDERS.339,orders_df.28,0,0,1,1,0.367001,1,1.0,0.367001,False
orders_df.184,orders_df.73,0,0,1,1,0.367,1,1.0,0.367,False
orders_df.339,prod_df.25,0,0,1,1,0.366992,1,1.0,0.366992,False
ORDERS.184,orders_df.67,0,0,1,1,0.366963,1,1.0,0.366963,False
ORDERS.184,orders_df.73,0,0,1,1,0.366946,1,1.0,0.366946,False
ORDERS.379,orders_df.25,0,0,1,1,0.366937,1,1.0,0.366937,False
ORDERS.73,orders_df.184,0,0,1,1,0.366916,1,1.0,0.366916,False
ORDERS.28,ORDERS.339,0,0,1,1,0.366896,1,1.0,0.366896,False
ORDERS.25,orders_df.379,0,0,1,1,0.366882,1,1.0,0.366882,False
ORDERS.67,orders_df.184,0,0,1,1,0.366874,1,1.0,0.366874,False
ORDERS.184,ORDERS.73,0,0,1,1,0.366862,1,1.0,0.366862,False
ORDERS.339,prod_df.25,0,0,1,1,0.366839,1,1.0,0.366839,False
ORDERS.184,ORDERS.67,0,0,1,1,0.366821,1,1.0,0.366821,False
ORDERS.25,ORDERS.379,0,0,1,1,0.366782,1,1.0,0.366782,False
orders_df.25,orders_df.384,0,0,1,1,0.366771,1,1.0,0.366771,False
PRODUCTS.25,orders_df.339,0,0,1,1,0.366726,1,1.0,0.366726,False
orders_df.339,orders_df.416,0,0,1,1,0.36669,1,1.0,0.36669,False
ORDERS.384,orders_df.25,0,0,1,1,0.366619,1,1.0,0.366619,False
ORDERS.25,orders_df.384,0,0,1,1,0.366609,1,1.0,0.366609,False
ORDERS.416,orders_df.339,0,0,1,1,0.366604,1,1.0,0.366604,False
ORDERS.339,PRODUCTS.25,0,0,1,1,0.366582,1,1.0,0.366582,False
ORDERS.339,orders_df.416,0,0,1,1,0.366537,1,1.0,0.366537,False
orders_df.339,orders_df.5,0,0,1,1,0.366466,1,1.0,0.366466,False
ORDERS.25,ORDERS.384,0,0,1,1,0.366462,1,1.0,0.366462,False
ORDERS.339,ORDERS.416,0,0,1,1,0.366454,1,1.0,0.366454,False
orders_df.339,orders_df.67,0,0,1,1,0.366372,1,1.0,0.366372,False
ORDERS.339,orders_df.5,0,0,1,1,0.366309,1,1.0,0.366309,False
ORDERS.5,orders_df.339,0,0,1,1,0.366294,1,1.0,0.366294,False
ORDERS.67,orders_df.339,0,0,1,1,0.366229,1,1.0,0.366229,False
ORDERS.339,orders_df.67,0,0,1,1,0.366217,1,1.0,0.366217,False
ORDERS.339,ORDERS.5,0,0,1,1,0.366142,1,1.0,0.366142,False
ORDERS.339,ORDERS.67,0,0,1,1,0.366079,1,1.0,0.366079,False
orders_df.9,prod_df,0,7,6,1,0.362503,1,1.0,0.362503,False
ORDERS.9,prod_df,0,7,6,1,0.362296,1,1.0,0.362296,False
PRODUCTS,orders_df.9,7,0,6,1,0.362277,1,1.0,0.362277,False
orders_df.0,prod_df,0,7,6,1,0.362265,1,1.0,0.362265,False
ORDERS.0,prod_df,0,7,6,1,0.362236,1,1.0,0.362236,False
ORDERS.9,PRODUCTS,0,7,6,1,0.362079,1,1.0,0.362079,False
PRODUCTS,orders_df.0,7,0,6,1,0.362049,1,1.0,0.362049,False
ORDERS.0,PRODUCTS,0,7,6,1,0.362022,1,1.0,0.362022,False
CUSTOMER,orders_df,36,72,1188,33,0.394813,36,0.916667,0.361912,True
CUSTOMER,ORDERS,36,72,1188,33,0.39462,36,0.916667,0.361735,True
cust_df,orders_df,36,72,1188,33,0.394259,36,0.916667,0.361404,True
ORDERS,cust_df,72,36,1188,33,0.394099,36,0.916667,0.361258,True
CUSTOMER.1,ORDERS.73,0,0,1,1,0.358758,1,1.0,0.358758,False
CUSTOMER.1,orders_df.67,0,0,1,1,0.358573,1,1.0,0.358573,False
CUSTOMER.1,orders_df.73,0,0,1,1,0.358569,1,1.0,0.358569,False
CUSTOMER.1,ORDERS.67,0,0,1,1,0.358505,1,1.0,0.358505,False
CUSTOMER.1,orders_df.28,0,0,1,1,0.358375,1,1.0,0.358375,False
cust_df.1,orders_df.67,0,0,1,1,0.357903,1,1.0,0.357903,False
cust_df.1,orders_df.73,0,0,1,1,0.357886,1,1.0,0.357886,False
CUSTOMER.1,ORDERS.28,0,0,1,1,0.357871,1,1.0,0.357871,False
ORDERS.73,cust_df.1,0,0,1,1,0.357816,1,1.0,0.357816,False
ORDERS.67,cust_df.1,0,0,1,1,0.357759,1,1.0,0.357759,False
CUSTOMER.1,orders_df.23,0,0,1,1,0.357558,1,1.0,0.357558,False
CUSTOMER.1,prod_df.25,0,0,1,1,0.357433,1,1.0,0.357433,False
cust_df.1,orders_df.28,0,0,1,1,0.357368,1,1.0,0.357368,False
CUSTOMER.1,ORDERS.23,0,0,1,1,0.357339,1,1.0,0.357339,False
cust_df.1,prod_df.25,0,0,1,1,0.357194,1,1.0,0.357194,False
CUSTOMER.1,PRODUCTS.25,0,0,1,1,0.357193,1,1.0,0.357193,False
ORDERS.28,cust_df.1,0,0,1,1,0.357046,1,1.0,0.357046,False
PRODUCTS.25,cust_df.1,0,0,1,1,0.356927,1,1.0,0.356927,False
cust_df.1,orders_df.23,0,0,1,1,0.356827,1,1.0,0.356827,False
ORDERS.23,cust_df.1,0,0,1,1,0.356668,1,1.0,0.356668,False
CUSTOMER.1,orders_df.29,0,0,1,1,0.356321,1,1.0,0.356321,False
CUSTOMER.1,ORDERS.29,0,0,1,1,0.355996,1,1.0,0.355996,False
cust_df.1,orders_df.29,0,0,1,1,0.355609,1,1.0,0.355609,False
ORDERS.29,cust_df.1,0,0,1,1,0.355478,1,1.0,0.355478,False
CUSTOMER.1,ORDERS.34,0,0,1,1,0.355316,1,1.0,0.355316,False
CUSTOMER.1,orders_df.34,0,0,1,1,0.355297,1,1.0,0.355297,False
CUSTOMER,CUST_HIST,36,36,1188,33,0.386912,36,0.916667,0.354669,True
cust_df.1,orders_df.34,0,0,1,1,0.354406,1,1.0,0.354406,False
ORDERS.34,cust_df.1,0,0,1,1,0.354359,1,1.0,0.354359,False
CUST_HIST,cust_df,36,36,1188,33,0.386234,36,0.916667,0.354048,True
CUSTOMER,custhist_df,36,36,1188,33,0.385742,36,0.916667,0.353597,True
CUSTOMER.1,orders_df.25,0,0,1,1,0.353382,1,1.0,0.353382,False
