CityID,CityName,StateProvinceID,Location,LatestRecordedPopulation,LastEditedBy,ValidFrom,ValidTo
30125,Saint Leon,15,POINT (-84.9580121 39.2919974),678,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30126,Saint Leonard,21,POINT (-76.5063419 38.4742898),742,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30127,Saint Libory,14,POINT (-89.7098187 38.3625488),615,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30128,Saint Libory,28,POINT (-98.3553421 41.0819567),264,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30129,Saint Louis,37,POINT (-96.8768590885 35.0781918006),158,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30130,Saint Louis,26,POINT (-90.1978889 38.6272733),319294,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30131,Saint Louis,23,POINT (-84.6066704 43.4083637),7482,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30132,Saint Louis Park,24,POINT (-93.3480051 44.9482979),45250,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30133,Saint Louisville,36,POINT (-82.4187671 40.1728428),373,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30134,Saint Lucas,16,POINT (-91.9334987 43.0663643),143,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30135,Saint Lucie,10,POINT (-80.3397727 27.4894819),590,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30136,Saint Marie,27,POINT (-106.5328157 48.4022458),264,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30137,Saint Maries,13,POINT (-116.5626675 47.3143542),2402,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30138,Saint Marks,11,POINT (-84.8210442 33.1254007),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30139,Saint Marks,17,POINT (-97.5622694 37.7358454),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30140,Saint Marks,10,POINT (-84.2062825 30.1610379),293,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30141,Saint Martin,36,POINT (-83.9006618464 39.2179212548),129,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30142,Saint Martin,24,POINT (-94.6688941 45.5019088),308,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30143,Saint Martins,26,POINT (-92.3371304 38.5941985),1140,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30144,Saint Martinville,19,POINT (-91.8334498 30.1252011),6114,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30145,Saint Mary,26,POINT (-89.949277 37.878942),360,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30146,Saint Mary,27,POINT (-113.4295461 48.7438663),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30147,Saint Mary,28,POINT (-96.2900114 40.4241664),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30148,Saint Mary of the Woods,15,POINT (-87.4628076 39.512014),797,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30149,Saint Marys,17,POINT (-96.0711041 39.194164),2627,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30150,Saint Marys,36,POINT (-84.3893962 40.5422697),8332,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30151,Saint Marys,16,POINT (-93.7296643 41.3080484),127,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30152,Saint Marys,51,POINT (-81.2051132 39.391742),1860,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30153,Saint Marys,39,POINT (-78.5608556 41.4278393),13070,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30154,Saint Marys,11,POINT (-81.5464851 30.730514),17121,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30155,Saint Mary's,2,POINT (-163.2737791 62.0706739),507,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30156,Saint Marys City,21,POINT (-76.4343959 38.1870703),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30157,Saint Marys Point,24,POINT (-92.7657588 44.9144119),368,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30158,Saint Matthews,18,POINT (-85.6557947 38.2528489),17472,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30159,Saint Matthews,42,POINT (-80.7778681 33.664876),2021,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30160,Saint Maurice,19,POINT (-92.9590483 31.7596089),323,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30161,Saint Meinrad,15,POINT (-86.809158 38.1711669),706,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30162,Saint Michael,2,POINT (-162.0391667 63.4780556),401,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30163,Saint Michael,39,POINT (-78.7708543 40.3370191),408,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30164,Saint Michael,24,POINT (-93.6649642 45.209964),16399,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30165,Saint Michaels,21,POINT (-76.2243919 38.7851173),1029,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30166,Saint Michaels,3,POINT (-109.0956492 35.6447402),1443,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30167,Saint Nazianz,52,POINT (-87.9223147 44.0080486),783,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30168,Saint Nicholas,24,POINT (-94.4366609 45.3807971),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30169,Saint Olaf,16,POINT (-91.3862485 42.9285958),108,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30170,Saint Onge,43,POINT (-103.7210308 44.5466507),191,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30171,Saint Paris,36,POINT (-83.959658 40.128389),2089,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30172,Saint Paul,15,POINT (-85.6283088 39.4281048),1031,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30173,Saint Paul,4,POINT (-93.7640813 35.8242459),113,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30174,Saint Paul,28,POINT (-98.4581247 41.2147347),2290,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30175,Saint Paul,24,POINT (-93.0932742 44.9444101),285068,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30176,Saint Paul,16,POINT (-91.5171006 40.7694791),129,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30177,Saint Paul,17,POINT (-95.1733086 37.5189412),629,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30178,Saint Paul,26,POINT (-90.741793 38.8614405),1829,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30179,Saint Paul,49,POINT (-82.3109761 36.9053822),970,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30180,Saint Paul,2,POINT (-170.275 57.1222222),479,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30181,Saint Paul,45,POINT (-96.5502681 33.0412307),1066,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30182,Saint Paul,38,POINT (-122.9767662 45.2112295),421,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30184,Saint Paul,18,POINT (-83.0871211 38.6709099),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30185,Saint Paul Park,24,POINT (-92.9913243 44.8421887),5279,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30186,Saint Pauls,34,POINT (-78.9711406 34.8065528),2035,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30187,Saint Pete Beach,10,POINT (-82.741212 27.7253065),9346,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30188,Saint Peter,14,POINT (-88.8539455 38.8681017),359,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30189,Saint Peter,24,POINT (-93.9580145 44.3235774),11196,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30190,Saint Peter,15,POINT (-85.0316255 39.3217187),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30191,Saint Peter,17,POINT (-100.0892959 39.1897279),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30192,Saint Peter,52,POINT (-88.3414934 43.8363792),1489,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30193,Saint Peters,39,POINT (-75.7307542 40.1800972),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30194,Saint Peters,26,POINT (-90.6265121 38.8003294),52575,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30195,Saint Petersburg,39,POINT (-79.6528265 41.1617284),400,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30196,Saint Petersburg,10,POINT (-82.6792661 27.7708606),244769,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30197,Saint Regis,27,POINT (-115.1026388 47.2993743),319,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30198,Saint Regis Falls,33,POINT (-74.5448962 44.6739468),464,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30199,Saint Regis Park,18,POINT (-85.6166271 38.2267371),1454,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30200,Saint Robert,26,POINT (-92.1776664 37.8280961),4340,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30201,Saint Rosa,24,POINT (-94.7158469 45.7305208),68,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30202,Saint Rose,19,POINT (-90.3231349 29.9468716),8122,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30203,Saint Rose,14,POINT (-89.5545304 38.6842146),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30204,Saint Simons Island,11,POINT (-81.3900966 31.1352319),12743,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30205,Saint Stephen,42,POINT (-79.9217432 33.4043339),1697,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30206,Saint Stephen,24,POINT (-94.2744404 45.702743),851,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30207,Saint Stephens,28,POINT (-98.2561584 40.2536232),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30208,Saint Stephens,1,POINT (-88.0552823 31.5404411),495,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30209,Saint Teresa,10,POINT (-84.4540665 29.9307625),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30210,Saint Thomas,35,POINT (-97.4464703 48.619156),331,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30211,Saint Thomas,26,POINT (-92.2168456 38.3683686),263,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30212,Saint Vincent,24,POINT (-97.2250641 48.9677653),64,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30213,Saint Xavier,27,POINT (-107.7217693 45.4610741),83,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30214,Sainte Genevieve,26,POINT (-90.041779 37.9814415),4410,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30215,Sainte Marie,14,POINT (-88.0233685 38.9322661),244,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30216,Saks,1,POINT (-85.8396879 33.6987135),10744,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30217,Salado,4,POINT (-91.5956928 35.691189),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30218,Salado,45,POINT (-97.5386205 30.9471278),2126,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30219,Salamanca,33,POINT (-78.7150311 42.1578412),5815,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30220,Salamonia,15,POINT (-84.8652423 40.3819901),157,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30221,Salduro,46,POINT (-113.8563931 40.7349305),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30222,Sale City,11,POINT (-84.0212897 31.2643494),380,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30223,Sale Creek,44,POINT (-85.1088448 35.3822915),2845,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30224,Salem,7,POINT (-72.275359 41.4903761),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30225,Salem,20,POINT (-70.278122 44.9006121),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30226,Salem,1,POINT (-85.2385527 32.5968028),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30227,Salem,10,POINT (-83.4129186 29.8868872),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30228,Salem,38,POINT (-123.0350963 44.9428975),154637,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30229,Salem,46,POINT (-111.673536 40.0530105),6423,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30230,Salem,52,POINT (-88.1109187 42.554741),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30231,Salem,23,POINT (-83.579938 42.4061467),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30232,Salem,30,POINT (-71.2008933 42.7884226),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30233,Salem,4,POINT (-91.8226479 36.3711763),1635,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30234,Salem,18,POINT (-88.2441968 37.2644981),752,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30235,Salem,32,POINT (-107.2130762 32.707577),942,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30236,Salem,42,POINT (-82.9765364 34.8898161),135,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30237,Salem,28,POINT (-95.7208212 40.0755572),112,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30238,Salem,34,POINT (-81.6970412 35.6987399),2218,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30240,Salem,22,POINT (-70.8967155 42.51954),41340,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30241,Salem,49,POINT (-80.0547626 37.2934681),24802,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30242,Salem,31,POINT (-75.4671423 39.5717796),5146,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30243,Salem,43,POINT (-97.388953 43.7241455),1347,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30244,Salem,33,POINT (-73.3276101 43.1722983),946,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30245,Salem,26,POINT (-91.5359808 37.6455993),4950,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30246,Salem,14,POINT (-88.9456158 38.6269929),7485,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30247,Salem,15,POINT (-86.101089 38.6056131),6319,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30248,Salem,16,POINT (-91.6201612 40.8528085),383,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30249,Salem,36,POINT (-80.8567502 40.9008923),12303,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30250,Salem,51,POINT (-80.5589856 39.2828653),1586,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30251,Salemburg,34,POINT (-78.5030622 35.0154469),435,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30252,Salesville,4,POINT (-92.2651559 36.2453458),450,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30253,Salesville,36,POINT (-81.3367812 39.9734042),129,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30254,Salesville,45,POINT (-98.0880988 32.9123458),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30255,Salida,6,POINT (-105.9989022 38.5347193),5236,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30256,Salida,5,POINT (-121.0849369 37.7057623),13722,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30257,Salina,16,POINT (-91.8332253 41.0458543),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30258,Salina,17,POINT (-97.6114237 38.8402805),47707,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30259,Salina,46,POINT (-111.859925 38.9577407),2489,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30260,Salina,37,POINT (-95.1770796885 36.2968166006),1396,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30261,Salina,3,POINT (-109.8673365 36.022227),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30262,Salina,39,POINT (-79.498098 40.5217324),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30263,Salinas,40,POINT (-66.297946 17.9774659),4771,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30264,Salinas,5,POINT (-121.6555013 36.6777372),150441,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30265,Saline,23,POINT (-83.7816075 42.1667072),8810,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30266,Saline,19,POINT (-92.9743261 32.1646027),277,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30267,Salineño,45,POINT (-99.1122546 26.5164462),201,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30268,Salineville,36,POINT (-80.8378609 40.6225623),1311,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30269,Salisbury,34,POINT (-80.4742261 35.6709727),33662,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30270,Salisbury,39,POINT (-79.0808605 39.7528599),727,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30271,Salisbury,22,POINT (-70.8606083 42.8417577),4869,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30272,Salisbury,21,POINT (-75.5993692 38.3606736),30343,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30273,Salisbury,33,POINT (-73.5601266 40.745656),12093,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30274,Salisbury,26,POINT (-92.8015773 39.4239174),1618,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30275,Salisbury,7,POINT (-73.4212318 41.983426),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30277,Salisbury,30,POINT (-71.7170222 43.3800768),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30278,Salisbury,47,POINT (-73.0998363 43.8964511),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30279,Salisbury Mills,33,POINT (-74.1190335 41.4306494),536,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30280,Salitpa,1,POINT (-88.0200047 31.6296054),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30281,Salix,16,POINT (-96.2878044 42.3083253),363,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30282,Salix,39,POINT (-78.7652984 40.3000756),1149,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30283,Salkum,50,POINT (-122.625947 46.5320515),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30284,Salladasburg,39,POINT (-77.225804 41.2772957),238,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30285,Salley,42,POINT (-81.3034371 33.565705),398,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30286,Sallis,25,POINT (-89.7653598 33.0223519),134,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30287,Sallisaw,37,POINT (-94.8112293885 35.4643185006),8880,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30288,Sallyards,17,POINT (-96.5072359 37.8214116),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30289,Salmon,13,POINT (-113.8959008 45.1757547),3112,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30290,Salmon Creek,5,POINT (-123.0622242 38.350472),86,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30291,Salmon Creek,50,POINT (-122.6489869 45.7106718),19686,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30292,Salol,24,POINT (-95.5708066 48.8660961),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30293,Salome,3,POINT (-113.6146517 33.7811416),1530,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30294,Salt Chuck,2,POINT (-132.5536111 55.6263889),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30295,Salt Creek,6,POINT (-104.587134 38.238385),587,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30296,Salt Flat,45,POINT (-105.0927275 31.7437272),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30297,Salt Fork,37,POINT (-97.6127216885 36.6389792006),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30298,Salt Gap,45,POINT (-99.5992306 31.3037756),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30299,Salt Lake City,46,POINT (-111.8910474 40.7607794),186440,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30300,Salt Lick,18,POINT (-83.6146346 38.1200809),303,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30301,Salt Point,33,POINT (-73.7931869 41.8067601),190,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30302,Salt Rock,51,POINT (-82.2209772 38.3231434),388,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30303,Salt Springs,10,POINT (-81.7350812 29.3510842),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30304,Salt Wells,29,POINT (-118.5829202 39.3751976),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30305,Saltaire,33,POINT (-73.1967826 40.636211),37,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30306,Saltdale,5,POINT (-117.8875671 35.3591276),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30307,Salter Path,34,POINT (-76.886051 34.6884952),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30308,Salters,42,POINT (-79.8514612 33.5984983),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30309,Saltese,27,POINT (-115.5095972 47.4102075),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30310,Saltillo,45,POINT (-95.3263355 33.1845597),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30311,Saltillo,39,POINT (-78.0066684 40.2106359),346,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30312,Saltillo,25,POINT (-88.6817201 34.3764923),4752,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30313,Saltillo,44,POINT (-88.2094803 35.3778545),303,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30314,Saltillo,15,POINT (-86.289151 38.6650551),92,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30315,Salton City,5,POINT (-115.9561112 33.2986497),3763,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30316,Salton Sea Beach,5,POINT (-116.0119455 33.3750346),422,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30317,Saltsburg,39,POINT (-79.4514299 40.4864553),873,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30318,Saltville,49,POINT (-81.7620635 36.8815031),2077,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30319,Saluda,42,POINT (-81.7720522 34.0015232),3565,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30320,Saluda,34,POINT (-82.3492839 35.2362264),713,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30321,Saluda,49,POINT (-76.5949538 37.6059738),769,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30322,Salus,4,POINT (-93.406015 35.7309142),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30323,Salvisa,18,POINT (-84.8577283 37.9167422),420,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30324,Salvo,34,POINT (-75.4729347 35.54018),229,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30325,Salyer,5,POINT (-123.5844933 40.8901348),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30326,Salyersville,18,POINT (-83.0687816 37.7525922),1883,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30327,Sam Rayburn,45,POINT (-94.035745 31.0640841),1181,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30328,Samak,46,POINT (-111.2137891 40.6174509),287,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30329,Samantha,1,POINT (-87.6052856 33.422337),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30330,Samaria,13,POINT (-112.3369117 42.1176987),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30331,Samburg,44,POINT (-89.3547942 36.3808986),217,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30332,Samish,50,POINT (-122.4357214 48.6109411),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30333,Sammamish,50,POINT (-122.0803998 47.6417664),45780,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30334,Sammons Point,14,POINT (-87.856162 41.032335),279,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30335,Samnorwood,45,POINT (-100.2806743 35.0522736),51,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30336,Samoa,5,POINT (-124.1864518 40.8187372),258,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30337,Samoset,10,POINT (-82.5414856 27.4694849),3854,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30338,Sampson,10,POINT (-82.2078843 29.9166304),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30339,Samson,1,POINT (-86.0460518 31.1129539),1940,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30340,Samsula,10,POINT (-81.0503346 29.0260968),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30341,Samuels,18,POINT (-85.5332894 37.8828388),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30342,San Acacia,32,POINT (-106.8994726 34.2553446),44,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30343,San Acacio,6,POINT (-105.5644584 37.2139025),40,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30344,San Andreas,5,POINT (-120.6804872 38.1960298),2783,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30345,San Angelo,45,POINT (-100.4370375 31.4637723),93200,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30346,San Anselmo,5,POINT (-122.5616448 37.9746458),12336,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30347,San Antonio,45,POINT (-98.4936282 29.4241219),1327407,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30348,San Antonio,40,POINT (-66.302669 18.4488351),7574,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30349,San Antonio,32,POINT (-106.8658586 33.9178438),165,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30350,San Antonio,6,POINT (-106.028077 37.0208467),,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30351,San Antonio,10,POINT (-82.2745308 28.3361142),1138,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30352,San Antonio Heights,5,POINT (-117.6564437 34.1555638),3371,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30353,San Antonito,32,POINT (-106.8744701 33.8928438),94,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
30355,San Ardo,5,POINT (-120.9051826 36.0205207),517,1,2013-01-01 00:00:00,9999-12-31 23:59:59.999999
